기간	자치구	동	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원
2018	금천구	시흥2동	549	369	-	-	-	180	-	-	492	329	-	-	-	163	-	-
2018	금천구	시흥3동	338	189	-	89	60	-	-	-	286	167	-	60	59	-	-	-
2018	금천구	시흥4동	886	196	-	156	496	38	-	-	724	154	-	127	415	28	-	-
2018	금천구	시흥5동	1,147	201	223	-	653	56	14	-	894	184	220	-	437	45	8	-
2018	영등포구	소계	12,026	3,711	123	40	3,639	1,786	-	2,727	10,469	3,299	104	40	3,252	1,634	-	2,140
2018	영등포구	여의동	2,586	165	-	-	-	119	-	2,302	2,089	157	-	-	-	117	-	1,815
2018	영등포구	당산1동	761	308	-	-	298	110	-	45	695	284	-	-	272	105	-	34
2018	영등포구	당산2동	735	303	-	-	222	175	-	35	673	282	-	-	198	164	-	29
2018	영등포구	양평1동	529	242	-	-	186	101	-	-	496	220	-	-	180	96	-	-
2018	영등포구	양평2동	646	150	44	-	71	178	-	203	551	147	35	-	47	174	-	148
2018	영등포구	신길1동	440	223	-	-	152	65	-	-	376	192	-	-	136	48	-	-
2018	영등포구	신길3동	431	102	-	-	185	144	-	-	380	88	-	-	176	116	-	-
2018	영등포구	신길4동	518	316	-	-	202	-	-	-	468	287	-	-	181	-	-	-
2018	영등포구	신길5동	189	165	-	-	24	-	-	-	145	127	-	-	18	-	-	-
2018	영등포구	신길6동	734	252	-	-	428	54	-	-	633	245	-	-	339	49	-	-
2018	영등포구	신길7동	436	226	-	-	34	114	-	62	381	193	-	-	34	106	-	48
2018	영등포구	대림1동	405	59	-	-	290	56	-	-	365	54	-	-	264	47	-	-
2018	영등포구	대림2동	383	138	-	-	225	20	-	-	338	120	-	-	199	19	-	-
2018	영등포구	대림3동	863	274	-	-	439	150	-	-	740	242	-	-	373	125	-	-
2018	영등포구	영등포본동	500	187	-	-	154	159	-	-	459	167	-	-	147	145	-	-
2018	영등포구	영등포동	541	254	-	-	267	20	-	-	465	205	-	-	240	20	-	-
2018	영등포구	도림동	448	153	79	40	99	77	-	-	432	148	69	40	99	76	-	-
2018	영등포구	문래동	881	194	-	-	363	244	-	80	783	141	-	-	349	227	-	66
2018	동작구	소계	9,554	3,750	103	101	3,719	1,562	49	270	8,398	3,368	86	92	3,159	1,412	40	241
2018	동작구	노량진2동	233	139	-	-	59	-	-	35	197	113	-	-	51	-	-	33
2018	동작구	상도1동	1,059	527	63	-	305	126	-	38	1,001	521	53	-	274	116	-	37
2018	동작구	상도2동	726	266	-	-	295	165	-	-	668	241	-	-	268	159	-	-
2018	동작구	상도3동	815	219	-	-	517	79	-	-	649	193	-	-	401	55	-	-
2018	동작구	상도4동	898	212	-	-	492	145	49	-	771	204	-	-	393	134	40	-
2018	동작구	사당1동	684	213	-	62	389	20	-	-	587	194	-	60	313	20	-	-
2018	동작구	사당3동	558	306	-	-	157	95	-	-	523	288	-	-	148	87	-	-
2018	동작구	사당4동	462	129	-	-	275	58	-	-	415	111	-	-	249	55	-	-
2018	동작구	사당5동	305	178	-	-	55	72	-	-	267	163	-	-	43	61	-	-
2018	동작구	대방동	753	370	20	-	246	117	-	-	683	346	16	-	209	112	-	-
2018	동작구	신대방1동	626	128	-	-	363	135	-	-	527	95	-	-	309	123	-	-
2018	동작구	신대방2동	551	238	-	-	95	65	-	153	474	213	-	-	87	41	-	133
2018	동작구	흑석동	588	205	-	-	221	118	-	44	496	157	-	-	188	113	-	38
2018	동작구	노량진1동	705	321	-	39	151	194	-	-	609	267	-	32	133	177	-	-
2018	동작구	사당2동	591	299	20	-	99	173	-	-	531	262	17	-	93	159	-	-
2018	관악구	소계	11,567	4,344	39	455	4,151	1,902	16	660	9,820	3,806	27	365	3,483	1,636	9	494
2018	관악구	보라매동	769	209	-	-	501	59	-	-	688	174	-	-	460	54	-	-
2018	관악구	청림동	475	217	-	-	-	258	-	-	444	206	-	-	-	238	-	-
2018	관악구	행운동	634	198	-	94	234	108	-	-	486	178	-	80	155	73	-	-
2018	관악구	낙성대동	935	174	-	96	155	-	-	510	733	114	-	93	146	-	-	380
2018	관악구	중앙동	305	144	-	-	161	-	-	-	243	140	-	-	103	-	-	-
2018	관악구	인헌동	470	108	-	-	289	73	-	-	425	107	-	-	246	72	-	-
2018	관악구	남현동	398	59	-	88	128	59	-	64	348	56	-	69	103	56	-	64
2018	관악구	서원동	556	357	-	-	164	19	16	-	438	273	-	-	145	11	9	-
2018	관악구	신원동	465	139	-	-	289	-	-	37	359	120	-	-	238	-	-	1
2018	관악구	서림동	374	131	39	-	76	128	-	-	299	107	27	-	62	103	-	-
2018	관악구	신사동	466	126	-	-	307	33	-	-	402	113	-	-	256	33	-	-
2018	관악구	신림동	217	137	-	-	80	-	-	-	201	130	-	-	71	-	-	-
2018	관악구	난향동	534	126	-	-	179	229	-	-	486	125	-	-	171	190	-	-
2018	관악구	조원동	446	245	-	-	143	58	-	-	404	234	-	-	118	52	-	-
2018	관악구	대학동	303	67	-	140	39	57	-	-	234	56	-	89	35	54	-	-
2018	관악구	은천동	967	443	-	-	257	267	-	-	855	427	-	-	189	239	-	-
2018	관악구	성현동	796	194	-	-	308	294	-	-	687	175	-	-	274	238	-	-
2018	관악구	청룡동	509	257	-	-	164	39	-	49	451	229	-	-	139	34	-	49
2018	관악구	난곡동	645	283	-	37	307	18	-	-	515	225	-	34	239	17	-	-
2018	관악구	삼성동	468	328	-	-	46	94	-	-	401	272	-	-	44	85	-	-
2018	관악구	미성동	835	402	-	-	324	109	-	-	721	345	-	-	289	87	-	-
2018	서초구	소계	10,537	4,845	-	237	2,166	1,212	82	1,995	9,040	4,307	-	221	1,900	1,103	72	1,437
2018	서초구	서초1동	774	345	-	-	75	59	-	295	669	325	-	-	57	59	-	228
2018	서초구	서초2동	721	168	-	-	85	36	-	432	540	157	-	-	67	28	-	288
2018	서초구	서초3동	655	123	-	-	108	16	49	359	552	117	-	-	107	16	42	270
2018	서초구	서초4동	290	134	-	-	136	20	-	-	278	131	-	-	127	20	-	-
2018	서초구	잠원동	448	214	-	-	76	140	-	18	360	160	-	-	64	128	-	8
2018	서초구	반포본동	56	40	-	-	-	16	-	-	46	37	-	-	-	9	-	-
2018	서초구	반포1동	607	374	-	-	193	40	-	-	468	263	-	-	172	33	-	-
2018	서초구	반포2동	475	298	-	-	157	20	-	-	432	265	-	-	147	20	-	-
2018	서초구	반포3동	512	264	-	-	69	179	-	-	475	237	-	-	60	178	-	-
2018	서초구	반포4동	800	524	-	-	111	36	-	129	704	503	-	-	101	15	-	85
2018	서초구	방배본동	138	92	-	-	46	-	-	-	133	87	-	-	46	-	-	-
2018	서초구	방배1동	198	82	-	-	38	78	-	-	184	73	-	-	37	74	-	-
2018	서초구	방배2동	678	295	-	237	67	79	-	-	636	275	-	221	65	75	-	-
2018	서초구	방배3동	419	255	-	-	106	58	-	-	382	223	-	-	102	57	-	-
2018	서초구	방배4동	498	140	-	-	265	93	-	-	458	134	-	-	241	83	-	-
2018	서초구	양재1동	1,458	374	-	-	450	252	33	349	1,178	319	-	-	364	222	30	243
2018	서초구	양재2동	595	447	-	-	118	30	-	-	494	366	-	-	98	30	-	-
2018	서초구	내곡동	1,215	676	-	-	66	60	-	413	1,051	635	-	-	45	56	-	315
2018	강남구	소계	11,565	4,555	-	-	3,859	1,292	69	1,790	9,371	4,018	-	-	3,022	1,076	61	1,194
2018	강남구	신사동	303	234	-	-	49	20	-	-	263	212	-	-	45	6	-	-
2018	강남구	논현1동	377	183	-	-	174	20	-	-	309	162	-	-	129	18	-	-
2018	강남구	논현2동	279	114	-	-	104	-	-	61	218	104	-	-	77	-	-	37
2018	강남구	삼성1동	585	308	-	-	68	20	-	189	461	280	-	-	54	19	-	108
2018	강남구	삼성2동	730	139	-	-	357	57	-	177	598	128	-	-	287	56	-	127
2018	강남구	대치1동	362	167	-	-	195	-	-	-	274	119	-	-	155	-	-	-
2018	강남구	대치4동	651	234	-	-	199	34	-	184	571	199	-	-	192	33	-	147
2018	강남구	역삼1동	789	69	-	-	371	20	-	329	509	50	-	-	204	20	-	235
2018	강남구	역삼2동	526	209	-	-	280	20	-	17	465	183	-	-	245	20	-	17
2018	강남구	도곡1동	412	159	-	-	173	80	-	-	321	118	-	-	127	76	-	-
2018	강남구	도곡2동	324	270	-	-	34	20	-	-	290	236	-	-	34	20	-	-
2018	강남구	개포1동	121	13	-	-	89	19	-	-	7	7	-	-	-	-	-	-
2018	강남구	개포4동	868	236	-	-	429	103	-	100	626	199	-	-	327	68	-	32
2018	강남구	일원본동	794	163	-	-	287	94	-	250	676	133	-	-	243	82	-	218
2018	강남구	일원1동	415	116	-	-	239	60	-	-	350	108	-	-	187	55	-	-
2018	강남구	일원2동	460	189	-	-	64	107	-	100	382	179	-	-	57	81	-	65
2018	강남구	수서동	560	249	-	-	197	40	-	74	473	202	-	-	184	31	-	56
2018	강남구	세곡동	1,547	769	-	-	303	406	69	-	1,426	753	-	-	251	361	61	-
2018	강남구	압구정동	312	228	-	-	24	-	-	60	254	190	-	-	24	-	-	40
2018	강남구	청담동	555	203	-	-	202	20	-	130	456	182	-	-	188	19	-	67
2018	강남구	대치2동	541	303	-	-	21	98	-	119	396	274	-	-	12	65	-	45
2018	강남구	개포2동	54	-	-	-	-	54	-	-	46	-	-	-	-	46	-	-
2018	송파구	소계	16,912	4,625	79	156	7,397	3,288	79	1,288	15,307	4,329	76	149	6,564	3,080	58	1,051
2018	송파구	풍납1동	349	108	-	-	168	73	-	-	302	106	-	-	129	67	-	-
2018	송파구	풍납2동	1,123	271	-	-	346	158	-	348	939	242	-	-	250	115	-	332
2018	송파구	거여1동	672	151	79	-	384	58	-	-	608	142	76	-	332	58	-	-
2018	송파구	거여2동	642	221	-	-	331	90	-	-	556	168	-	-	299	89	-	-
2018	송파구	마천1동	434	263	-	-	131	40	-	-	391	233	-	-	118	40	-	-
2018	송파구	마천2동	776	158	-	61	449	108	-	-	570	142	-	58	283	87	-	-
2018	송파구	방이1동	268	-	-	-	248	20	-	-	239	-	-	-	220	19	-	-
2018	송파구	방이2동	512	17	-	-	380	115	-	-	466	16	-	-	337	113	-	-
2018	송파구	오륜동	93	-	-	-	-	-	-	93	53	-	-	-	-	-	-	53
2018	송파구	오금동	898	275	-	-	454	169	-	-	833	244	-	-	424	165	-	-
2018	송파구	송파1동	613	274	-	20	205	77	-	37	575	266	-	20	193	74	-	22
2018	송파구	송파2동	317	20	-	-	187	79	31	-	301	20	-	-	183	76	22	-
2018	송파구	석촌동	903	140	-	-	706	57	-	-	803	136	-	-	632	35	-	-
2018	송파구	삼전동	1,108	143	-	44	889	32	-	-	1,026	137	-	43	817	29	-	-
2018	송파구	가락본동	607	191	-	-	297	119	-	-	564	185	-	-	276	103	-	-
2018	송파구	가락1동	147	70	-	-	-	19	-	58	115	56	-	-	-	16	-	43
2018	송파구	가락2동	1,172	151	-	-	837	107	-	77	1,075	144	-	-	786	90	-	55
2018	송파구	문정1동	460	91	-	-	292	77	-	-	445	90	-	-	285	70	-	-
2018	송파구	문정2동	624	125	-	-	83	115	-	301	533	118	-	-	82	115	-	218
2018	송파구	장지동	945	364	-	-	254	279	48	-	907	358	-	-	252	261	36	-
2018	송파구	위례동	1,295	1,006	-	-	40	249	-	-	1,240	959	-	-	38	243	-	-
2018	송파구	잠실본동	732	108	-	31	544	49	-	-	634	104	-	28	459	43	-	-
2018	송파구	잠실4동	689	181	-	-	64	444	-	-	673	173	-	-	61	439	-	-
2018	송파구	잠실6동	566	46	-	-	-	186	-	334	519	43	-	-	-	183	-	293
2018	송파구	잠실2동	442	222	-	-	-	220	-	-	434	218	-	-	-	216	-	-
2018	송파구	잠실3동	525	29	-	-	108	348	-	40	506	29	-	-	108	334	-	35
2018	강동구	소계	13,212	3,934	87	168	6,640	1,979	20	384	11,542	3,566	82	141	5,664	1,792	17	280
2018	강동구	강일동	1,348	514	-	-	272	442	-	120	1,260	500	-	-	231	428	-	101
2018	강동구	상일동	412	159	-	-	158	20	-	75	365	141	-	-	142	20	-	62
2018	강동구	명일1동	848	157	-	-	541	150	-	-	785	155	-	-	486	144	-	-
2018	강동구	명일2동	288	65	-	-	104	80	-	39	263	62	-	-	100	76	-	25
2018	강동구	고덕1동	673	310	-	-	246	117	-	-	604	305	-	-	185	114	-	-
2018	강동구	고덕2동	230	79	-	-	133	18	-	-	207	76	-	-	113	18	-	-
2018	강동구	암사2동	568	122	-	-	255	191	-	-	524	112	-	-	229	183	-	-
2018	강동구	암사3동	544	294	-	-	130	100	20	-	504	278	-	-	109	100	17	-
2018	강동구	천호1동	872	297	-	-	460	115	-	-	783	239	-	-	437	107	-	-
2018	강동구	천호3동	752	179	-	-	475	98	-	-	658	168	-	-	415	75	-	-
2018	강동구	성내1동	876	290	-	-	367	129	-	90	745	250	-	-	310	116	-	69
2018	강동구	성내2동	678	140	-	-	462	76	-	-	555	110	-	-	381	64	-	-
2018	강동구	성내3동	832	243	-	-	532	57	-	-	702	178	-	-	474	50	-	-
2018	강동구	둔촌2동	758	219	87	-	298	154	-	-	673	200	82	-	266	125	-	-
2018	강동구	암사1동	1,408	213	-	89	1,028	78	-	-	1,115	200	-	63	806	46	-	-
2018	강동구	천호2동	892	475	-	-	357	-	-	60	775	421	-	-	331	-	-	23
2018	강동구	길동	1,233	178	-	79	822	154	-	-	1,024	171	-	78	649	126	-	-
