기간	자치구	동	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원
2015	금천구	시흥1동	998	197	-	188	273	275	-	65	852	184	-	141	234	260	-	33
2015	금천구	시흥2동	630	198	-	20	33	379	-	-	547	152	-	20	25	350	-	-
2015	금천구	시흥3동	338	189	-	89	60	-	-	-	272	156	-	58	58	-	-	-
2015	금천구	시흥4동	1,007	194	-	156	588	69	-	-	811	173	-	136	435	67	-	-
2015	금천구	시흥5동	1,382	185	223	71	780	109	14	-	1,103	157	220	21	602	97	6	-
2015	영등포구	소계	11,922	2,581	123	166	4,913	1,995	-	2,144	9,954	1,999	110	135	4,181	1,831	-	1,698
2015	영등포구	여의동	2,237	129	-	-	36	119	-	1,953	1,752	44	-	-	36	119	-	1,553
2015	영등포구	당산1동	621	260	-	-	219	97	-	45	439	100	-	-	208	96	-	35
2015	영등포구	당산2동	797	70	-	-	458	269	-	-	642	-	-	-	382	260	-	-
2015	영등포구	양평1동	413	158	-	-	154	101	-	-	393	144	-	-	149	100	-	-
2015	영등포구	양평2동	638	84	44	86	107	251	-	66	552	62	37	60	93	248	-	52
2015	영등포구	신길1동	558	94	-	-	360	104	-	-	488	85	-	-	332	71	-	-
2015	영등포구	신길3동	458	102	-	-	253	103	-	-	364	55	-	-	222	87	-	-
2015	영등포구	신길4동	522	268	-	40	214	-	-	-	497	255	-	36	206	-	-	-
2015	영등포구	신길5동	285	117	-	-	168	-	-	-	236	97	-	-	139	-	-	-
2015	영등포구	신길6동	887	274	-	-	495	118	-	-	763	249	-	-	421	93	-	-
2015	영등포구	신길7동	433	137	-	-	205	91	-	-	277	130	-	-	74	73	-	-
2015	영등포구	대림1동	469	59	-	-	354	56	-	-	388	47	-	-	296	45	-	-
2015	영등포구	대림2동	489	89	-	-	380	20	-	-	344	79	-	-	246	19	-	-
2015	영등포구	대림3동	879	229	-	-	500	150	-	-	792	212	-	-	441	139	-	-
2015	영등포구	영등포본동	497	133	-	-	210	154	-	-	456	110	-	-	201	145	-	-
2015	영등포구	영등포동	467	141	-	-	306	20	-	-	400	110	-	-	270	20	-	-
2015	영등포구	도림동	429	133	79	40	99	78	-	-	401	121	73	39	96	72	-	-
2015	영등포구	문래동	843	104	-	-	395	264	-	80	770	99	-	-	369	244	-	58
2015	동작구	소계	10,142	3,186	103	101	4,504	1,953	49	246	8,873	2,948	89	88	3,760	1,779	41	168
2015	동작구	노량진2동	233	139	-	-	59	-	-	35	203	125	-	-	52	-	-	26
2015	동작구	상도1동	1,156	523	63	-	327	205	-	38	1,084	514	53	-	300	179	-	38
2015	동작구	상도2동	697	178	-	-	295	224	-	-	650	166	-	-	275	209	-	-
2015	동작구	상도3동	928	219	-	-	642	67	-	-	762	200	-	-	506	56	-	-
2015	동작구	상도4동	921	172	-	-	515	185	49	-	793	164	-	-	415	173	41	-
2015	동작구	사당1동	741	213	-	62	446	20	-	-	658	207	-	54	377	20	-	-
2015	동작구	사당3동	557	256	-	-	206	95	-	-	517	241	-	-	184	92	-	-
2015	동작구	사당4동	449	116	-	-	275	58	-	-	423	102	-	-	264	57	-	-
2015	동작구	사당5동	318	178	-	-	55	85	-	-	289	170	-	-	51	68	-	-
2015	동작구	대방동	745	320	20	-	270	135	-	-	658	271	19	-	237	131	-	-
2015	동작구	신대방1동	659	128	-	-	396	135	-	-	573	115	-	-	327	131	-	-
2015	동작구	신대방2동	559	208	-	-	97	101	-	153	421	191	-	-	86	55	-	89
2015	동작구	흑석동	876	218	-	-	496	142	-	20	669	210	-	-	313	131	-	15
2015	동작구	노량진1동	624	158	-	39	173	254	-	-	561	130	-	34	147	250	-	-
2015	동작구	사당2동	679	160	20	-	252	247	-	-	612	142	17	-	226	227	-	-
2015	관악구	소계	11,963	3,484	171	609	4,628	2,374	37	660	10,683	3,145	123	514	4,163	2,150	35	553
2015	관악구	보라매동	698	138	-	-	501	59	-	-	653	132	-	-	469	52	-	-
2015	관악구	청림동	550	148	-	-	30	372	-	-	482	125	-	-	29	328	-	-
2015	관악구	행운동	580	90	-	94	234	162	-	-	480	69	-	83	173	155	-	-
2015	관악구	낙성대동	892	75	-	132	155	20	-	510	765	72	-	126	144	18	-	405
2015	관악구	중앙동	301	79	-	49	161	12	-	-	249	74	-	40	129	6	-	-
2015	관악구	인헌동	569	88	-	-	388	93	-	-	520	88	-	-	345	87	-	-
2015	관악구	남현동	398	59	-	88	128	59	-	64	352	56	-	76	98	58	-	64
2015	관악구	서원동	345	153	-	-	124	68	-	-	313	145	-	-	108	60	-	-
2015	관악구	신원동	504	139	-	-	328	-	-	37	467	124	-	-	306	-	-	37
2015	관악구	서림동	374	131	39	-	76	128	-	-	315	114	28	-	73	100	-	-
2015	관악구	신사동	561	134	-	-	379	48	-	-	488	114	-	-	328	46	-	-
2015	관악구	신림동	219	137	-	-	82	-	-	-	208	137	-	-	71	-	-	-
2015	관악구	난향동	534	126	-	-	179	229	-	-	510	120	-	-	171	219	-	-
2015	관악구	조원동	547	223	-	-	246	78	-	-	490	208	-	-	212	70	-	-
2015	관악구	대학동	315	79	-	140	39	57	-	-	256	71	-	91	37	57	-	-
2015	관악구	은천동	998	386	-	-	345	267	-	-	919	343	-	-	326	250	-	-
2015	관악구	성현동	913	154	40	-	308	374	37	-	807	133	30	-	286	323	35	-
2015	관악구	청룡동	621	237	-	49	228	58	-	49	587	219	-	49	215	57	-	47
2015	관악구	난곡동	727	227	52	37	357	54	-	-	670	218	44	33	329	46	-	-
2015	관악구	삼성동	601	381	40	20	46	114	-	-	509	323	21	16	40	109	-	-
2015	관악구	미성동	716	300	-	-	294	122	-	-	643	260	-	-	274	109	-	-
2015	서초구	소계	9,590	3,072	-	237	2,838	1,789	82	1,572	8,656	2,935	-	231	2,563	1,701	74	1,152
2015	서초구	서초1동	668	162	-	-	152	60	-	294	566	155	-	-	141	59	-	211
2015	서초구	서초2동	679	106	-	-	85	56	-	432	539	94	-	-	66	55	-	324
2015	서초구	서초3동	589	108	-	-	110	55	49	267	527	100	-	-	105	50	44	228
2015	서초구	서초4동	176	-	-	-	136	40	-	-	167	-	-	-	127	40	-	-
2015	서초구	잠원동	353	86	-	-	76	173	-	18	327	79	-	-	76	164	-	8
2015	서초구	반포본동	59	-	-	-	-	32	-	27	47	-	-	-	-	29	-	18
2015	서초구	반포1동	427	174	-	-	193	60	-	-	396	164	-	-	174	58	-	-
2015	서초구	반포2동	386	107	-	-	219	60	-	-	359	107	-	-	195	57	-	-
2015	서초구	반포3동	495	169	-	-	69	257	-	-	473	157	-	-	64	252	-	-
2015	서초구	반포4동	745	506	-	-	161	55	-	23	714	493	-	-	150	50	-	21
2015	서초구	방배본동	95	-	-	-	46	-	-	49	76	-	-	-	44	-	-	32
2015	서초구	방배1동	146	30	-	-	38	78	-	-	142	30	-	-	36	76	-	-
2015	서초구	방배2동	719	138	-	237	252	92	-	-	670	136	-	231	215	88	-	-
2015	서초구	방배3동	419	255	-	-	106	58	-	-	394	238	-	-	99	57	-	-
2015	서초구	방배4동	533	75	-	-	347	111	-	-	487	74	-	-	313	100	-	-
2015	서초구	양재1동	1,484	343	-	-	607	452	33	49	1,366	325	-	-	541	426	30	44
2015	서초구	양재2동	545	301	-	-	214	30	-	-	520	293	-	-	198	29	-	-
2015	서초구	내곡동	1,072	512	-	-	27	120	-	413	886	490	-	-	19	111	-	266
2015	강남구	소계	11,708	4,570	-	-	3,963	1,698	60	1,417	10,134	4,155	-	-	3,365	1,574	55	985
2015	강남구	신사동	303	234	-	-	49	20	-	-	275	220	-	-	36	19	-	-
2015	강남구	논현1동	357	183	-	-	174	-	-	-	322	168	-	-	154	-	-	-
2015	강남구	논현2동	320	114	-	-	141	-	-	65	256	111	-	-	112	-	-	33
2015	강남구	삼성1동	565	308	-	-	68	-	-	189	442	280	-	-	56	-	-	106
2015	강남구	삼성2동	844	139	-	-	418	97	-	190	652	112	-	-	312	88	-	140
2015	강남구	대치1동	188	99	-	-	89	-	-	-	154	86	-	-	68	-	-	-
2015	강남구	대치4동	603	230	-	-	206	20	-	147	526	208	-	-	169	20	-	129
2015	강남구	역삼1동	796	69	-	-	401	19	-	307	598	56	-	-	322	18	-	202
2015	강남구	역삼2동	511	209	-	-	243	59	-	-	453	186	-	-	213	54	-	-
2015	강남구	도곡1동	411	159	-	-	173	79	-	-	374	141	-	-	154	79	-	-
2015	강남구	도곡2동	343	270	-	-	34	39	-	-	318	248	-	-	31	39	-	-
2015	강남구	개포1동	228	13	-	-	138	77	-	-	212	12	-	-	134	66	-	-
2015	강남구	개포4동	830	312	-	-	420	98	-	-	705	247	-	-	370	88	-	-
2015	강남구	일원본동	754	95	-	-	287	122	-	250	670	83	-	-	265	105	-	217
2015	강남구	일원1동	520	116	-	-	324	80	-	-	477	113	-	-	296	68	-	-
2015	강남구	일원2동	468	189	-	-	64	145	-	70	427	172	-	-	59	142	-	54
2015	강남구	수서동	560	249	-	-	197	40	-	74	418	236	-	-	102	37	-	43
2015	강남구	세곡동	1,563	774	-	-	178	551	60	-	1,520	757	-	-	176	532	55	-
2015	강남구	압구정동	252	228	-	-	24	-	-	-	222	198	-	-	24	-	-	-
2015	강남구	청담동	481	203	-	-	223	-	-	55	423	172	-	-	212	-	-	39
2015	강남구	대치2동	504	303	-	-	21	110	-	70	420	277	-	-	21	100	-	22
2015	강남구	개포2동	307	74	-	-	91	142	-	-	270	72	-	-	79	119	-	-
2015	송파구	소계	16,742	3,270	79	196	7,986	4,316	-	895	15,215	3,122	78	174	7,220	3,886	-	735
2015	송파구	풍납1동	358	88	-	-	177	93	-	-	332	87	-	-	155	90	-	-
2015	송파구	풍납2동	1,255	250	-	-	454	203	-	348	1,103	242	-	-	357	178	-	326
2015	송파구	거여1동	731	131	79	-	384	137	-	-	683	131	78	-	360	114	-	-
2015	송파구	거여2동	606	171	-	-	287	148	-	-	542	151	-	-	255	136	-	-
2015	송파구	마천1동	627	283	-	-	231	113	-	-	555	268	-	-	190	97	-	-
2015	송파구	마천2동	946	163	-	61	541	181	-	-	754	156	-	49	392	157	-	-
2015	송파구	방이1동	341	-	-	-	302	39	-	-	328	-	-	-	292	36	-	-
2015	송파구	방이2동	532	-	-	20	380	132	-	-	497	-	-	20	352	125	-	-
2015	송파구	오륜동	93	-	-	-	-	-	-	93	61	-	-	-	-	-	-	61
2015	송파구	오금동	820	113	-	-	535	172	-	-	723	100	-	-	459	164	-	-
2015	송파구	송파1동	628	257	-	20	205	109	-	37	582	253	-	20	176	100	-	33
2015	송파구	송파2동	300	-	-	-	187	113	-	-	289	-	-	-	183	106	-	-
2015	송파구	석촌동	1,020	120	-	20	772	97	-	11	938	119	-	17	711	86	-	5
2015	송파구	삼전동	1,043	78	-	44	889	32	-	-	1,002	78	-	40	853	31	-	-
2015	송파구	가락본동	769	131	-	-	397	177	-	64	690	127	-	-	352	153	-	58
2015	송파구	가락1동	107	88	-	-	-	19	-	-	72	55	-	-	-	17	-	-
2015	송파구	가락2동	1,300	150	-	-	900	173	-	77	1,173	138	-	-	862	139	-	34
2015	송파구	문정1동	480	91	-	-	292	97	-	-	460	91	-	-	288	81	-	-
2015	송파구	문정2동	116	-	-	-	-	116	-	-	104	-	-	-	-	104	-	-
2015	송파구	장지동	1,141	342	-	-	373	426	-	-	1,055	339	-	-	352	364	-	-
2015	송파구	위례동	615	334	-	-	-	281	-	-	536	321	-	-	-	215	-	-
2015	송파구	잠실본동	732	108	-	31	544	49	-	-	671	107	-	28	499	37	-	-
2015	송파구	잠실4동	771	161	-	-	28	582	-	-	752	152	-	-	26	574	-	-
2015	송파구	잠실6동	451	-	-	-	-	186	-	265	388	-	-	-	-	170	-	218
2015	송파구	잠실2동	477	182	-	-	-	295	-	-	467	179	-	-	-	288	-	-
2015	송파구	잠실3동	483	29	-	-	108	346	-	-	458	28	-	-	106	324	-	-
2015	강동구	소계	13,644	2,892	87	168	7,669	2,654	-	174	11,525	2,362	78	147	6,445	2,343	-	150
2015	강동구	강일동	1,422	268	-	-	392	642	-	120	1,159	220	-	-	294	542	-	103
2015	강동구	상일동	616	230	-	-	223	163	-	-	500	172	-	-	208	120	-	-
2015	강동구	명일1동	885	74	-	-	580	231	-	-	747	74	-	-	484	189	-	-
2015	강동구	명일2동	249	65	-	-	104	80	-	-	166	-	-	-	90	76	-	-
2015	강동구	고덕1동	519	216	-	-	246	57	-	-	420	197	-	-	169	54	-	-
2015	강동구	고덕2동	310	79	-	-	212	19	-	-	223	76	-	-	128	19	-	-
2015	강동구	암사2동	647	102	-	-	334	211	-	-	611	93	-	-	319	199	-	-
2015	강동구	암사3동	513	142	-	-	211	160	-	-	469	128	-	-	189	152	-	-
2015	강동구	천호1동	879	224	-	-	524	131	-	-	796	211	-	-	464	121	-	-
2015	강동구	천호3동	722	79	-	-	545	98	-	-	682	71	-	-	525	86	-	-
2015	강동구	성내1동	867	170	-	-	501	142	-	54	746	161	-	-	405	133	-	47
2015	강동구	성내2동	715	80	-	-	559	76	-	-	629	78	-	-	484	67	-	-
2015	강동구	성내3동	823	182	-	-	564	77	-	-	683	83	-	-	528	72	-	-
2015	강동구	둔촌1동	81	-	-	-	-	81	-	-	70	-	-	-	-	70	-	-
2015	강동구	둔촌2동	778	235	87	-	282	174	-	-	716	214	78	-	262	162	-	-
2015	강동구	암사1동	1,261	166	-	89	928	78	-	-	965	112	-	68	714	71	-	-
2015	강동구	천호2동	929	449	-	-	480	-	-	-	788	354	-	-	434	-	-	-
2015	강동구	길동	1,428	131	-	79	984	234	-	-	1,155	118	-	79	748	210	-	-
