기간	자치구	동	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원
2017	금천구	시흥2동	570	338	-	20	33	179	-	-	544	324	-	20	30	170	-	-
2017	금천구	시흥3동	338	189	-	89	60	-	-	-	290	169	-	62	59	-	-	-
2017	금천구	시흥4동	905	196	-	156	496	57	-	-	775	174	-	131	421	49	-	-
2017	금천구	시흥5동	1,341	201	223	71	776	56	14	-	1,019	180	218	16	541	54	10	-
2017	영등포구	소계	12,165	3,359	123	40	4,188	1,848	-	2,607	10,517	2,871	106	40	3,752	1,688	-	2,060
2017	영등포구	여의동	2,466	165	-	-	-	119	-	2,182	2,026	148	-	-	-	116	-	1,762
2017	영등포구	당산1동	766	260	-	-	351	110	-	45	703	234	-	-	332	99	-	38
2017	영등포구	당산2동	735	275	-	-	250	175	-	35	637	236	-	-	210	170	-	21
2017	영등포구	양평1동	529	242	-	-	186	101	-	-	493	222	-	-	173	98	-	-
2017	영등포구	양평2동	654	104	44	-	107	196	-	203	541	101	34	-	84	186	-	136
2017	영등포구	신길1동	495	94	-	-	324	77	-	-	420	78	-	-	294	48	-	-
2017	영등포구	신길3동	456	102	-	-	210	144	-	-	402	89	-	-	189	124	-	-
2017	영등포구	신길4동	504	268	-	-	236	-	-	-	470	248	-	-	222	-	-	-
2017	영등포구	신길5동	189	165	-	-	24	-	-	-	153	129	-	-	24	-	-	-
2017	영등포구	신길6동	855	291	-	-	495	69	-	-	696	220	-	-	413	63	-	-
2017	영등포구	신길7동	475	226	-	-	73	114	-	62	364	171	-	-	45	108	-	40
2017	영등포구	대림1동	405	59	-	-	290	56	-	-	365	58	-	-	258	49	-	-
2017	영등포구	대림2동	383	138	-	-	225	20	-	-	358	131	-	-	207	20	-	-
2017	영등포구	대림3동	927	338	-	-	439	150	-	-	771	241	-	-	399	131	-	-
2017	영등포구	영등포본동	499	133	-	-	210	156	-	-	454	115	-	-	194	145	-	-
2017	영등포구	영등포동	541	215	-	-	306	20	-	-	482	174	-	-	289	19	-	-
2017	영등포구	도림동	448	153	79	40	99	77	-	-	433	147	72	40	97	77	-	-
2017	영등포구	문래동	838	131	-	-	363	264	-	80	749	129	-	-	322	235	-	63
2017	동작구	소계	9,747	3,672	103	101	3,899	1,653	49	270	8,847	3,450	92	97	3,424	1,520	40	224
2017	동작구	노량진2동	233	139	-	-	59	-	-	35	219	129	-	-	59	-	-	31
2017	동작구	상도1동	1,114	562	63	-	305	146	-	38	1,066	555	55	-	292	131	-	33
2017	동작구	상도2동	765	266	-	-	295	204	-	-	702	241	-	-	277	184	-	-
2017	동작구	상도3동	815	219	-	-	517	79	-	-	685	201	-	-	422	62	-	-
2017	동작구	상도4동	921	212	-	-	515	145	49	-	805	209	-	-	419	137	40	-
2017	동작구	사당1동	741	213	-	62	446	20	-	-	658	209	-	61	368	20	-	-
2017	동작구	사당3동	555	256	-	-	204	95	-	-	520	240	-	-	188	92	-	-
2017	동작구	사당4동	457	124	-	-	275	58	-	-	416	117	-	-	242	57	-	-
2017	동작구	사당5동	305	178	-	-	55	72	-	-	277	170	-	-	46	61	-	-
2017	동작구	대방동	750	343	20	-	270	117	-	-	703	331	19	-	239	114	-	-
2017	동작구	신대방1동	626	128	-	-	363	135	-	-	555	111	-	-	318	126	-	-
2017	동작구	신대방2동	538	208	-	-	95	82	-	153	483	205	-	-	91	64	-	123
2017	동작구	흑석동	608	225	-	-	221	118	-	44	569	212	-	-	209	111	-	37
2017	동작구	노량진1동	707	321	-	39	153	194	-	-	641	286	-	36	131	188	-	-
2017	동작구	사당2동	612	278	20	-	126	188	-	-	548	234	18	-	123	173	-	-
2017	관악구	소계	11,841	4,067	171	455	4,485	2,003	-	660	10,381	3,732	65	352	3,894	1,819	-	519
2017	관악구	보라매동	769	209	-	-	501	59	-	-	707	171	-	-	480	56	-	-
2017	관악구	청림동	490	217	-	-	-	273	-	-	467	216	-	-	-	251	-	-
2017	관악구	행운동	634	178	-	94	234	128	-	-	509	158	-	75	169	107	-	-
2017	관악구	낙성대동	856	95	-	96	155	-	-	510	715	86	-	94	148	-	-	387
2017	관악구	중앙동	317	144	-	-	161	12	-	-	229	137	-	-	88	4	-	-
2017	관악구	인헌동	569	108	-	-	388	73	-	-	498	108	-	-	322	68	-	-
2017	관악구	남현동	398	59	-	88	128	59	-	64	351	56	-	74	103	58	-	60
2017	관악구	서원동	467	266	-	-	167	34	-	-	372	208	-	-	139	25	-	-
2017	관악구	신원동	504	139	-	-	328	-	-	37	415	125	-	-	267	-	-	23
2017	관악구	서림동	374	131	39	-	76	128	-	-	311	116	28	-	59	108	-	-
2017	관악구	신사동	515	126	-	-	356	33	-	-	454	117	-	-	304	33	-	-
2017	관악구	신림동	217	137	-	-	80	-	-	-	200	128	-	-	72	-	-	-
2017	관악구	난향동	534	126	-	-	179	229	-	-	496	115	-	-	172	209	-	-
2017	관악구	조원동	446	245	-	-	143	58	-	-	426	240	-	-	130	56	-	-
2017	관악구	대학동	315	79	-	140	39	57	-	-	251	70	-	90	38	53	-	-
2017	관악구	은천동	967	412	-	-	288	267	-	-	886	392	-	-	255	239	-	-
2017	관악구	성현동	856	194	40	-	308	314	-	-	756	173	21	-	281	281	-	-
2017	관악구	청룡동	573	257	-	-	228	39	-	49	528	244	-	-	196	39	-	49
2017	관악구	난곡동	648	215	52	37	307	37	-	-	547	213	-	19	279	36	-	-
2017	관악구	삼성동	508	328	40	-	46	94	-	-	440	286	16	-	46	92	-	-
2017	관악구	미성동	884	402	-	-	373	109	-	-	823	373	-	-	346	104	-	-
2017	서초구	소계	10,285	4,061	-	237	2,395	1,516	82	1,994	8,956	3,667	-	235	2,189	1,427	75	1,363
2017	서초구	서초1동	711	283	-	-	75	59	-	294	607	257	-	-	69	58	-	223
2017	서초구	서초2동	681	128	-	-	85	36	-	432	492	117	-	-	67	34	-	274
2017	서초구	서초3동	703	170	-	-	110	15	49	359	579	133	-	-	103	15	42	286
2017	서초구	서초4동	310	134	-	-	136	40	-	-	274	111	-	-	123	40	-	-
2017	서초구	잠원동	416	149	-	-	76	173	-	18	364	126	-	-	64	167	-	7
2017	서초구	반포본동	56	40	-	-	-	16	-	-	56	40	-	-	-	16	-	-
2017	서초구	반포1동	515	262	-	-	193	60	-	-	436	191	-	-	185	60	-	-
2017	서초구	반포2동	570	311	-	-	219	40	-	-	523	278	-	-	206	39	-	-
2017	서초구	반포3동	457	169	-	-	69	219	-	-	417	156	-	-	60	201	-	-
2017	서초구	반포4동	800	524	-	-	111	36	-	129	734	505	-	-	109	29	-	91
2017	서초구	방배본동	136	90	-	-	46	-	-	-	111	66	-	-	45	-	-	-
2017	서초구	방배1동	146	30	-	-	38	78	-	-	139	29	-	-	36	74	-	-
2017	서초구	방배2동	663	175	-	237	119	132	-	-	647	173	-	235	114	125	-	-
2017	서초구	방배3동	419	255	-	-	106	58	-	-	388	226	-	-	105	57	-	-
2017	서초구	방배4동	513	75	-	-	345	93	-	-	470	75	-	-	307	88	-	-
2017	서초구	양재1동	1,535	374	-	-	467	312	33	349	1,232	341	-	-	413	277	33	168
2017	서초구	양재2동	504	301	-	-	173	30	-	-	471	285	-	-	156	30	-	-
2017	서초구	내곡동	1,150	591	-	-	27	119	-	413	1,016	558	-	-	27	117	-	314
2017	강남구	소계	11,602	4,486	-	-	3,894	1,498	69	1,655	9,972	4,095	-	-	3,332	1,345	60	1,140
2017	강남구	신사동	303	234	-	-	49	20	-	-	272	222	-	-	42	8	-	-
2017	강남구	논현1동	377	183	-	-	174	20	-	-	335	168	-	-	147	20	-	-
2017	강남구	논현2동	279	114	-	-	104	-	-	61	228	102	-	-	90	-	-	36
2017	강남구	삼성1동	585	308	-	-	68	20	-	189	487	282	-	-	58	19	-	128
2017	강남구	삼성2동	697	139	-	-	353	77	-	128	585	130	-	-	286	74	-	95
2017	강남구	대치1동	294	99	-	-	195	-	-	-	242	81	-	-	161	-	-	-
2017	강남구	대치4동	610	230	-	-	199	34	-	147	551	202	-	-	188	33	-	128
2017	강남구	역삼1동	789	69	-	-	371	20	-	329	559	56	-	-	239	20	-	244
2017	강남구	역삼2동	545	209	-	-	280	39	-	17	489	188	-	-	249	36	-	16
2017	강남구	도곡1동	432	159	-	-	173	100	-	-	360	117	-	-	146	97	-	-
2017	강남구	도곡2동	304	270	-	-	34	-	-	-	283	252	-	-	31	-	-	-
2017	강남구	개포1동	204	13	-	-	128	63	-	-	175	12	-	-	106	57	-	-
2017	강남구	개포4동	863	233	-	-	429	101	-	100	694	218	-	-	381	73	-	22
2017	강남구	일원본동	746	95	-	-	287	114	-	250	677	83	-	-	263	109	-	222
2017	강남구	일원1동	415	116	-	-	239	60	-	-	371	103	-	-	208	60	-	-
2017	강남구	일원2동	460	189	-	-	64	107	-	100	405	176	-	-	61	101	-	67
2017	강남구	수서동	579	249	-	-	197	59	-	74	501	218	-	-	191	40	-	52
2017	강남구	세곡동	1,613	769	-	-	303	472	69	-	1,509	756	-	-	259	434	60	-
2017	강남구	압구정동	312	228	-	-	24	-	-	60	258	199	-	-	24	-	-	35
2017	강남구	청담동	555	203	-	-	202	20	-	130	449	178	-	-	188	20	-	63
2017	강남구	대치2동	492	303	-	-	21	98	-	70	418	284	-	-	14	88	-	32
2017	강남구	개포2동	148	74	-	-	-	74	-	-	124	68	-	-	-	56	-	-
2017	송파구	소계	16,899	3,988	79	156	7,658	3,651	79	1,288	15,420	3,800	77	150	6,856	3,484	64	989
2017	송파구	풍납1동	358	108	-	-	177	73	-	-	335	106	-	-	158	71	-	-
2017	송파구	풍납2동	1,199	271	-	-	405	175	-	348	1,044	266	-	-	279	161	-	338
2017	송파구	거여1동	691	131	79	-	384	97	-	-	603	131	77	-	313	82	-	-
2017	송파구	거여2동	698	171	-	-	417	110	-	-	640	153	-	-	381	106	-	-
2017	송파구	마천1동	431	260	-	-	131	40	-	-	406	239	-	-	127	40	-	-
2017	송파구	마천2동	707	158	-	61	380	108	-	-	585	156	-	56	277	96	-	-
2017	송파구	방이1동	288	20	-	-	248	20	-	-	256	-	-	-	237	19	-	-
2017	송파구	방이2동	512	-	-	-	380	132	-	-	477	-	-	-	347	130	-	-
2017	송파구	오륜동	93	-	-	-	-	-	-	93	59	-	-	-	-	-	-	59
2017	송파구	오금동	771	113	-	-	486	172	-	-	711	113	-	-	427	171	-	-
2017	송파구	송파1동	611	257	-	20	205	92	-	37	598	256	-	20	203	92	-	27
2017	송파구	송파2동	317	-	-	-	187	99	31	-	313	-	-	-	183	99	31	-
2017	송파구	석촌동	936	120	-	-	739	77	-	-	880	119	-	-	686	75	-	-
2017	송파구	삼전동	1,043	78	-	44	889	32	-	-	1,000	74	-	43	853	30	-	-
2017	송파구	가락본동	607	131	-	-	297	179	-	-	570	126	-	-	279	165	-	-
2017	송파구	가락1동	147	70	-	-	-	19	-	58	117	56	-	-	-	18	-	43
2017	송파구	가락2동	1,235	151	-	-	900	107	-	77	1,087	147	-	-	787	96	-	57
2017	송파구	문정1동	460	91	-	-	292	77	-	-	441	91	-	-	286	64	-	-
2017	송파구	문정2동	624	125	-	-	83	115	-	301	450	111	-	-	80	115	-	144
2017	송파구	장지동	1,010	342	-	-	302	318	48	-	953	332	-	-	290	298	33	-
2017	송파구	위례동	1,112	805	-	-	40	267	-	-	1,078	775	-	-	40	263	-	-
2017	송파구	잠실본동	732	108	-	31	544	49	-	-	635	105	-	31	458	41	-	-
2017	송파구	잠실4동	729	181	-	-	64	484	-	-	697	154	-	-	61	482	-	-
2017	송파구	잠실6동	566	46	-	-	-	186	-	334	515	42	-	-	-	181	-	292
2017	송파구	잠실2동	458	222	-	-	-	236	-	-	453	219	-	-	-	234	-	-
2017	송파구	잠실3동	564	29	-	-	108	387	-	40	517	29	-	-	104	355	-	29
2017	강동구	소계	13,420	3,550	87	168	7,160	2,242	-	213	11,918	3,251	77	147	6,263	2,006	-	174
2017	강동구	강일동	1,388	413	-	-	388	467	-	120	1,284	401	-	-	346	430	-	107
2017	강동구	상일동	299	95	-	-	184	20	-	-	269	90	-	-	159	20	-	-
2017	강동구	명일1동	883	157	-	-	541	185	-	-	833	152	-	-	511	170	-	-
2017	강동구	명일2동	288	65	-	-	104	80	-	39	256	57	-	-	99	78	-	22
2017	강동구	고덕1동	673	310	-	-	246	117	-	-	624	300	-	-	208	116	-	-
2017	강동구	고덕2동	231	79	-	-	133	19	-	-	218	78	-	-	122	18	-	-
2017	강동구	암사2동	568	122	-	-	255	191	-	-	525	115	-	-	221	189	-	-
2017	강동구	암사3동	575	285	-	-	130	160	-	-	533	265	-	-	112	156	-	-
2017	강동구	천호1동	839	224	-	-	499	116	-	-	803	215	-	-	478	110	-	-
2017	강동구	천호3동	766	149	-	-	519	98	-	-	666	131	-	-	451	84	-	-
2017	강동구	성내1동	850	194	-	-	473	129	-	54	723	178	-	-	381	119	-	45
2017	강동구	성내2동	728	80	-	-	572	76	-	-	640	80	-	-	492	68	-	-
2017	강동구	성내3동	794	202	-	-	535	57	-	-	723	188	-	-	485	50	-	-
2017	강동구	둔촌1동	81	-	-	-	-	81	-	-	23	-	-	-	-	23	-	-
2017	강동구	둔촌2동	794	255	87	-	298	154	-	-	707	226	77	-	269	135	-	-
2017	강동구	암사1동	1,429	234	-	89	1,028	78	-	-	1,174	223	-	69	833	49	-	-
2017	강동구	천호2동	865	508	-	-	357	-	-	-	715	382	-	-	333	-	-	-
2017	강동구	길동	1,369	178	-	79	898	214	-	-	1,202	170	-	78	763	191	-	-
